Timestamp,Vehicle ID,Speed (km/h)
20250404_133024,25,81.9,snapshots\vehicle_25_20250404_133024.jpg
20250404_133024,25,79.9,snapshots\vehicle_25_20250404_133024.jpg
20250404_133024,25,77.9,snapshots\vehicle_25_20250404_133024.jpg
20250404_133024,25,76.1,snapshots\vehicle_25_20250404_133024.jpg
20250404_133024,25,75.6,snapshots\vehicle_25_20250404_133024.jpg
20250404_133024,25,75.5,snapshots\vehicle_25_20250404_133024.jpg
20250404_133024,25,75.4,snapshots\vehicle_25_20250404_133024.jpg
20250404_133024,25,75.4,snapshots\vehicle_25_20250404_133024.jpg
20250404_133024,25,75.4,snapshots\vehicle_25_20250404_133024.jpg
20250404_133024,25,75.4,snapshots\vehicle_25_20250404_133024.jpg
20250404_133024,25,75.4,snapshots\vehicle_25_20250404_133024.jpg
20250404_133025,25,75.4,snapshots\vehicle_25_20250404_133025.jpg
20250404_133025,25,75.4,snapshots\vehicle_25_20250404_133025.jpg
20250404_133025,25,75.4,snapshots\vehicle_25_20250404_133025.jpg
20250404_133025,29,51.9,snapshots\vehicle_29_20250404_133025.jpg
20250404_133025,29,54.9,snapshots\vehicle_29_20250404_133025.jpg
20250404_133025,29,56.0,snapshots\vehicle_29_20250404_133025.jpg
20250404_133025,29,63.1,snapshots\vehicle_29_20250404_133025.jpg
20250404_133025,29,68.8,snapshots\vehicle_29_20250404_133025.jpg
20250404_133025,29,70.5,snapshots\vehicle_29_20250404_133025.jpg
20250404_133026,29,71.0,snapshots\vehicle_29_20250404_133026.jpg
20250404_133026,29,77.5,snapshots\vehicle_29_20250404_133026.jpg
20250404_133026,29,79.2,snapshots\vehicle_29_20250404_133026.jpg
20250404_133026,29,79.0,snapshots\vehicle_29_20250404_133026.jpg
20250404_133026,29,77.4,snapshots\vehicle_29_20250404_133026.jpg
20250404_133026,29,77.0,snapshots\vehicle_29_20250404_133026.jpg
20250404_133026,29,76.8,snapshots\vehicle_29_20250404_133026.jpg
20250404_133026,29,76.8,snapshots\vehicle_29_20250404_133026.jpg
20250404_133026,29,76.8,snapshots\vehicle_29_20250404_133026.jpg
20250404_133026,29,76.8,snapshots\vehicle_29_20250404_133026.jpg
20250404_133026,29,76.8,snapshots\vehicle_29_20250404_133026.jpg
20250404_133026,29,76.8,snapshots\vehicle_29_20250404_133026.jpg
20250404_133027,29,76.8,snapshots\vehicle_29_20250404_133027.jpg
20250404_133027,29,76.8,snapshots\vehicle_29_20250404_133027.jpg
20250404_133027,29,76.8,snapshots\vehicle_29_20250404_133027.jpg
20250404_133028,30,50.1,snapshots\vehicle_30_20250404_133028.jpg
20250404_133028,33,50.5,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,30,53.9,snapshots\vehicle_30_20250404_133028.jpg
20250404_133028,33,53.9,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,30,56.9,snapshots\vehicle_30_20250404_133028.jpg
20250404_133028,33,57.6,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,30,56.4,snapshots\vehicle_30_20250404_133028.jpg
20250404_133028,33,60.4,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,30,55.8,snapshots\vehicle_30_20250404_133028.jpg
20250404_133028,33,60.9,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,30,54.0,snapshots\vehicle_30_20250404_133028.jpg
20250404_133028,33,60.3,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,30,52.0,snapshots\vehicle_30_20250404_133028.jpg
20250404_133028,33,60.1,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,30,51.1,snapshots\vehicle_30_20250404_133028.jpg
20250404_133028,33,62.4,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,33,61.7,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,33,61.5,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,33,61.4,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,31,50.4,snapshots\vehicle_31_20250404_133028.jpg
20250404_133028,33,61.4,snapshots\vehicle_33_20250404_133028.jpg
20250404_133028,31,53.9,snapshots\vehicle_31_20250404_133028.jpg
20250404_133028,33,61.4,snapshots\vehicle_33_20250404_133028.jpg
20250404_133029,31,57.9,snapshots\vehicle_31_20250404_133029.jpg
20250404_133029,33,61.4,snapshots\vehicle_33_20250404_133029.jpg
20250404_133029,31,62.6,snapshots\vehicle_31_20250404_133029.jpg
20250404_133029,33,61.4,snapshots\vehicle_33_20250404_133029.jpg
20250404_133029,31,65.8,snapshots\vehicle_31_20250404_133029.jpg
20250404_133029,33,61.4,snapshots\vehicle_33_20250404_133029.jpg
20250404_133029,31,68.9,snapshots\vehicle_31_20250404_133029.jpg
20250404_133029,33,61.4,snapshots\vehicle_33_20250404_133029.jpg
20250404_133029,31,71.7,snapshots\vehicle_31_20250404_133029.jpg
20250404_133029,33,61.4,snapshots\vehicle_33_20250404_133029.jpg
20250404_133029,31,74.0,snapshots\vehicle_31_20250404_133029.jpg
20250404_133029,33,61.4,snapshots\vehicle_33_20250404_133029.jpg
20250404_133029,31,73.4,snapshots\vehicle_31_20250404_133029.jpg
20250404_133029,31,71.0,snapshots\vehicle_31_20250404_133029.jpg
20250404_133029,31,68.2,snapshots\vehicle_31_20250404_133029.jpg
20250404_133029,31,65.8,snapshots\vehicle_31_20250404_133029.jpg
20250404_133029,31,63.6,snapshots\vehicle_31_20250404_133029.jpg
20250404_133029,31,62.9,snapshots\vehicle_31_20250404_133029.jpg
20250404_133030,31,62.7,snapshots\vehicle_31_20250404_133030.jpg
20250404_133030,31,62.7,snapshots\vehicle_31_20250404_133030.jpg
20250404_133030,34,52.5,snapshots\vehicle_34_20250404_133030.jpg
20250404_133030,31,62.6,snapshots\vehicle_31_20250404_133030.jpg
20250404_133030,34,55.5,snapshots\vehicle_34_20250404_133030.jpg
20250404_133030,31,62.6,snapshots\vehicle_31_20250404_133030.jpg
20250404_133030,34,55.2,snapshots\vehicle_34_20250404_133030.jpg
20250404_133030,31,62.6,snapshots\vehicle_31_20250404_133030.jpg
20250404_133030,34,54.9,snapshots\vehicle_34_20250404_133030.jpg
20250404_133030,31,62.6,snapshots\vehicle_31_20250404_133030.jpg
20250404_133030,34,54.4,snapshots\vehicle_34_20250404_133030.jpg
20250404_133030,31,62.6,snapshots\vehicle_31_20250404_133030.jpg
20250404_133030,34,52.8,snapshots\vehicle_34_20250404_133030.jpg
20250404_133030,31,62.6,snapshots\vehicle_31_20250404_133030.jpg
20250404_133030,34,51.1,snapshots\vehicle_34_20250404_133030.jpg
20250404_133030,31,62.6,snapshots\vehicle_31_20250404_133030.jpg
20250404_133032,50,50.8,snapshots\vehicle_50_20250404_133032.jpg
20250404_133032,50,54.7,snapshots\vehicle_50_20250404_133032.jpg
20250404_133032,50,58.2,snapshots\vehicle_50_20250404_133032.jpg
20250404_133032,50,62.2,snapshots\vehicle_50_20250404_133032.jpg
20250404_133032,50,65.5,snapshots\vehicle_50_20250404_133032.jpg
20250404_133032,50,67.9,snapshots\vehicle_50_20250404_133032.jpg
20250404_133032,50,71.9,snapshots\vehicle_50_20250404_133032.jpg
20250404_133032,50,73.1,snapshots\vehicle_50_20250404_133032.jpg
20250404_133033,50,71.7,snapshots\vehicle_50_20250404_133033.jpg
20250404_133033,50,70.1,snapshots\vehicle_50_20250404_133033.jpg
20250404_133033,50,68.0,snapshots\vehicle_50_20250404_133033.jpg
20250404_133033,50,66.0,snapshots\vehicle_50_20250404_133033.jpg
20250404_133033,50,63.6,snapshots\vehicle_50_20250404_133033.jpg
20250404_133033,50,62.9,snapshots\vehicle_50_20250404_133033.jpg
20250404_133033,50,62.7,snapshots\vehicle_50_20250404_133033.jpg
20250404_133033,50,62.6,snapshots\vehicle_50_20250404_133033.jpg
20250404_133033,50,62.6,snapshots\vehicle_50_20250404_133033.jpg
20250404_133033,50,62.6,snapshots\vehicle_50_20250404_133033.jpg
20250404_133033,50,62.6,snapshots\vehicle_50_20250404_133033.jpg
20250404_133033,50,62.6,snapshots\vehicle_50_20250404_133033.jpg
20250404_133034,50,62.6,snapshots\vehicle_50_20250404_133034.jpg
20250404_133034,50,62.6,snapshots\vehicle_50_20250404_133034.jpg
20250404_133034,50,62.6,snapshots\vehicle_50_20250404_133034.jpg
20250404_133036,44,51.6,snapshots\vehicle_44_20250404_133036.jpg
20250404_133036,44,54.6,snapshots\vehicle_44_20250404_133036.jpg
20250404_133036,44,58.9,snapshots\vehicle_44_20250404_133036.jpg
20250404_133036,44,61.7,snapshots\vehicle_44_20250404_133036.jpg
20250404_133036,44,63.8,snapshots\vehicle_44_20250404_133036.jpg
20250404_133036,39,51.7,snapshots\vehicle_39_20250404_133036.jpg
20250404_133036,44,66.2,snapshots\vehicle_44_20250404_133036.jpg
20250404_133036,39,54.2,snapshots\vehicle_39_20250404_133036.jpg
20250404_133036,44,65.0,snapshots\vehicle_44_20250404_133036.jpg
20250404_133036,39,58.2,snapshots\vehicle_39_20250404_133036.jpg
20250404_133036,44,64.1,snapshots\vehicle_44_20250404_133036.jpg
20250404_133036,39,62.2,snapshots\vehicle_39_20250404_133036.jpg
20250404_133036,44,61.6,snapshots\vehicle_44_20250404_133036.jpg
20250404_133037,39,64.4,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,59.3,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,66.8,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,57.1,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,65.9,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,56.5,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,65.6,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,56.3,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,65.5,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,56.2,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,65.5,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,56.2,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,65.5,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,56.2,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,65.5,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,56.2,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,65.5,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,56.2,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,65.5,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,56.2,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,65.5,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,56.2,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,65.5,snapshots\vehicle_39_20250404_133037.jpg
20250404_133037,44,56.2,snapshots\vehicle_44_20250404_133037.jpg
20250404_133037,39,65.5,snapshots\vehicle_39_20250404_133037.jpg
20250404_133039,54,50.4,snapshots\vehicle_54_20250404_133039.jpg
20250404_133039,54,54.2,snapshots\vehicle_54_20250404_133039.jpg
20250404_133039,54,57.2,snapshots\vehicle_54_20250404_133039.jpg
20250404_133039,54,58.1,snapshots\vehicle_54_20250404_133039.jpg
20250404_133039,54,58.0,snapshots\vehicle_54_20250404_133039.jpg
20250404_133039,54,55.9,snapshots\vehicle_54_20250404_133039.jpg
20250404_133040,54,55.2,snapshots\vehicle_54_20250404_133040.jpg
20250404_133040,54,53.4,snapshots\vehicle_54_20250404_133040.jpg
20250404_133040,54,51.0,snapshots\vehicle_54_20250404_133040.jpg
20250404_133040,42,52.9,snapshots\vehicle_42_20250404_133040.jpg
20250404_133040,42,57.1,snapshots\vehicle_42_20250404_133040.jpg
20250404_133040,42,61.9,snapshots\vehicle_42_20250404_133040.jpg
20250404_133040,42,64.0,snapshots\vehicle_42_20250404_133040.jpg
20250404_133040,42,64.3,snapshots\vehicle_42_20250404_133040.jpg
20250404_133041,42,63.6,snapshots\vehicle_42_20250404_133041.jpg
20250404_133041,42,63.4,snapshots\vehicle_42_20250404_133041.jpg
20250404_133041,42,63.4,snapshots\vehicle_42_20250404_133041.jpg
20250404_133041,42,63.4,snapshots\vehicle_42_20250404_133041.jpg
20250404_133041,42,63.4,snapshots\vehicle_42_20250404_133041.jpg
20250404_133041,42,63.4,snapshots\vehicle_42_20250404_133041.jpg
20250404_133041,42,63.4,snapshots\vehicle_42_20250404_133041.jpg
20250404_133041,42,63.4,snapshots\vehicle_42_20250404_133041.jpg
20250404_133041,42,63.4,snapshots\vehicle_42_20250404_133041.jpg
20250404_133041,42,63.4,snapshots\vehicle_42_20250404_133041.jpg
20250404_133041,42,63.4,snapshots\vehicle_42_20250404_133041.jpg
20250404_133043,53,52.1,snapshots\vehicle_53_20250404_133043.jpg
20250404_133043,53,56.1,snapshots\vehicle_53_20250404_133043.jpg
20250404_133043,53,57.4,snapshots\vehicle_53_20250404_133043.jpg
20250404_133043,53,59.7,snapshots\vehicle_53_20250404_133043.jpg
20250404_133043,53,62.7,snapshots\vehicle_53_20250404_133043.jpg
20250404_133043,53,66.1,snapshots\vehicle_53_20250404_133043.jpg
20250404_133043,53,66.9,snapshots\vehicle_53_20250404_133043.jpg
20250404_133043,53,66.2,snapshots\vehicle_53_20250404_133043.jpg
20250404_133044,53,64.2,snapshots\vehicle_53_20250404_133044.jpg
20250404_133044,53,62.8,snapshots\vehicle_53_20250404_133044.jpg
20250404_133044,53,62.4,snapshots\vehicle_53_20250404_133044.jpg
20250404_133044,53,62.3,snapshots\vehicle_53_20250404_133044.jpg
20250404_133044,53,62.3,snapshots\vehicle_53_20250404_133044.jpg
20250404_133044,53,62.2,snapshots\vehicle_53_20250404_133044.jpg
20250404_133044,53,62.2,snapshots\vehicle_53_20250404_133044.jpg
20250404_133044,53,62.2,snapshots\vehicle_53_20250404_133044.jpg
20250404_133044,53,62.2,snapshots\vehicle_53_20250404_133044.jpg
20250404_133044,53,62.2,snapshots\vehicle_53_20250404_133044.jpg
20250404_133044,53,62.2,snapshots\vehicle_53_20250404_133044.jpg
20250404_133044,53,62.2,snapshots\vehicle_53_20250404_133044.jpg
20250404_133048,59,52.4,snapshots\vehicle_59_20250404_133048.jpg
20250404_133048,59,56.6,snapshots\vehicle_59_20250404_133048.jpg
20250404_133048,59,57.2,snapshots\vehicle_59_20250404_133048.jpg
20250404_133048,59,57.6,snapshots\vehicle_59_20250404_133048.jpg
20250404_133048,66,50.4,snapshots\vehicle_66_20250404_133048.jpg
20250404_133048,59,56.7,snapshots\vehicle_59_20250404_133048.jpg
20250404_133048,66,50.7,snapshots\vehicle_66_20250404_133048.jpg
20250404_133048,59,55.2,snapshots\vehicle_59_20250404_133048.jpg
20250404_133048,66,50.1,snapshots\vehicle_66_20250404_133048.jpg
20250404_133048,59,53.9,snapshots\vehicle_59_20250404_133048.jpg
20250404_133048,59,53.5,snapshots\vehicle_59_20250404_133048.jpg
20250404_133048,59,53.4,snapshots\vehicle_59_20250404_133048.jpg
20250404_133048,59,60.1,snapshots\vehicle_59_20250404_133048.jpg
20250404_133049,59,62.1,snapshots\vehicle_59_20250404_133049.jpg
20250404_133049,59,62.7,snapshots\vehicle_59_20250404_133049.jpg
20250404_133049,66,52.4,snapshots\vehicle_66_20250404_133049.jpg
20250404_133049,59,62.9,snapshots\vehicle_59_20250404_133049.jpg
20250404_133049,66,53.2,snapshots\vehicle_66_20250404_133049.jpg
20250404_133049,59,63.0,snapshots\vehicle_59_20250404_133049.jpg
20250404_133049,66,53.4,snapshots\vehicle_66_20250404_133049.jpg
20250404_133049,59,63.0,snapshots\vehicle_59_20250404_133049.jpg
20250404_133049,66,53.5,snapshots\vehicle_66_20250404_133049.jpg
20250404_133049,59,63.0,snapshots\vehicle_59_20250404_133049.jpg
20250404_133049,66,53.5,snapshots\vehicle_66_20250404_133049.jpg
20250404_133049,59,63.0,snapshots\vehicle_59_20250404_133049.jpg
20250404_133049,66,53.5,snapshots\vehicle_66_20250404_133049.jpg
20250404_133049,67,52.5,snapshots\vehicle_67_20250404_133049.jpg
20250404_133049,59,63.0,snapshots\vehicle_59_20250404_133049.jpg
20250404_133049,66,53.5,snapshots\vehicle_66_20250404_133049.jpg
20250404_133049,67,55.4,snapshots\vehicle_67_20250404_133049.jpg
20250404_133049,59,63.0,snapshots\vehicle_59_20250404_133049.jpg
20250404_133049,66,53.5,snapshots\vehicle_66_20250404_133049.jpg
20250404_133049,67,58.5,snapshots\vehicle_67_20250404_133049.jpg
20250404_133049,59,63.0,snapshots\vehicle_59_20250404_133049.jpg
20250404_133049,66,53.5,snapshots\vehicle_66_20250404_133049.jpg
20250404_133049,67,62.6,snapshots\vehicle_67_20250404_133049.jpg
20250404_133049,66,53.5,snapshots\vehicle_66_20250404_133049.jpg
20250404_133049,67,67.0,snapshots\vehicle_67_20250404_133049.jpg
20250404_133049,66,53.5,snapshots\vehicle_66_20250404_133049.jpg
20250404_133049,67,72.1,snapshots\vehicle_67_20250404_133049.jpg
20250404_133050,66,53.5,snapshots\vehicle_66_20250404_133050.jpg
20250404_133050,67,72.6,snapshots\vehicle_67_20250404_133050.jpg
20250404_133050,67,71.0,snapshots\vehicle_67_20250404_133050.jpg
20250404_133050,67,68.9,snapshots\vehicle_67_20250404_133050.jpg
20250404_133050,67,66.7,snapshots\vehicle_67_20250404_133050.jpg
20250404_133050,67,64.5,snapshots\vehicle_67_20250404_133050.jpg
20250404_133050,67,62.3,snapshots\vehicle_67_20250404_133050.jpg
20250404_133050,65,50.1,snapshots\vehicle_65_20250404_133050.jpg
20250404_133050,67,59.5,snapshots\vehicle_67_20250404_133050.jpg
20250404_133050,65,54.3,snapshots\vehicle_65_20250404_133050.jpg
20250404_133050,67,58.6,snapshots\vehicle_67_20250404_133050.jpg
20250404_133050,65,57.0,snapshots\vehicle_65_20250404_133050.jpg
20250404_133050,67,58.4,snapshots\vehicle_67_20250404_133050.jpg
20250404_133050,65,60.0,snapshots\vehicle_65_20250404_133050.jpg
20250404_133050,67,58.3,snapshots\vehicle_67_20250404_133050.jpg
20250404_133050,65,62.7,snapshots\vehicle_65_20250404_133050.jpg
20250404_133050,67,58.3,snapshots\vehicle_67_20250404_133050.jpg
20250404_133050,65,65.5,snapshots\vehicle_65_20250404_133050.jpg
20250404_133050,67,58.3,snapshots\vehicle_67_20250404_133050.jpg
20250404_133051,65,68.1,snapshots\vehicle_65_20250404_133051.jpg
20250404_133051,67,58.3,snapshots\vehicle_67_20250404_133051.jpg
20250404_133051,65,69.4,snapshots\vehicle_65_20250404_133051.jpg
20250404_133051,67,58.3,snapshots\vehicle_67_20250404_133051.jpg
20250404_133051,65,67.4,snapshots\vehicle_65_20250404_133051.jpg
20250404_133051,67,58.3,snapshots\vehicle_67_20250404_133051.jpg
20250404_133051,65,66.5,snapshots\vehicle_65_20250404_133051.jpg
20250404_133051,67,58.3,snapshots\vehicle_67_20250404_133051.jpg
20250404_133051,65,64.8,snapshots\vehicle_65_20250404_133051.jpg
20250404_133051,67,58.3,snapshots\vehicle_67_20250404_133051.jpg
20250404_133051,65,64.3,snapshots\vehicle_65_20250404_133051.jpg
20250404_133051,65,64.1,snapshots\vehicle_65_20250404_133051.jpg
